Line,Speaker,Text,Date,Party,Location,URL
639,Trump,"Be honest. Be honest. No, this was before. The check came early. But let me just tell you, Syria, he's saying that I was in favor of Syria. He said I was in favor of Libya? I never discussed that subject. I was in favor of Libya? We would be so much better off if Gadhafi were in charge right now. If these politicians went to the beach and didn't do a thing, and we had Saddam Hussein and if we had Gadhafi in charge, instead of having terrorism all over the place, we'd be -- at least they killed terrorists, all right? And I'm not saying they were good because they were bad, they were really bad, but we don't know what we're getting. You look at Libya right now, ISIS, as we speak, is taking over their oil. As we speak, it's a total mess. We would have been better off if the politicians took a day off instead of going into war.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
646,Trump,I never said walk away. I wouldn't want to walk away. I want them to pay us much more money. We cannot afford to subsidize...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
648,Trump,"A lot. I'll negotiate a lot more money than you'll ever get. As far as John Kerry is concerned, there has been no tougher critic of this man, I think he negotiated one of the worst deals in the history of our country, the Iran deal, where they get their $150 billion and all of the other things that take place. It is a disaster for this country, and speaking of Israel, it's a disaster for Israel. I'm no fan of John Kerry.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
656,Trump,"Well, look, my response is very simple. There is nobody on this stage that has done more for Israel than I have. Nobody. You might say, you might talk, you're politicians, all talk, no action.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
658,Trump,I've been watching it all my life. You are all talk and no action.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
660,Trump,"What I've seen up here -- I mean, first of all, this guy is a choke artist, and this guy is a liar. You have a combination...",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
662,Trump,You have a combination of factors. He can't do it...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
664,Trump,"... for the obvious reason, and he can't do it because he doesn't know how to tell the truth. Other than that, I rest my case.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
693,Trump,I watched -- I,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
695,Trump,"...the lobbyists. I watched what this man did to Dr. Ben Carson, who I respect, in Iowa, where he said that Ben Carson is out of the race -- he has left Iowa and he's out of the race. And I thought it was disgraceful. And got a lot of votes because of that -- a lot of votes. Took them away from Ben Carson. I watched that. Probably took them away from me, too. But I watched it. I also watched where he did a forum that looked like it came right out of a government agency, and it said on top, ""Voter Violation,"" and then it graded",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
697,Trump,"...and it scared the hell out of people, and it said the only way you clear up the violation, essentially, is to go and vote for Ted Cruz. I watched that fraudulent document, and I said it's the worst thing I've ever seen in politics.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
699,Trump,"To me, that was even worse than what he did to Ben.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
702,Trump,"I know politicians -- I know politicians, believe it or not, better than you do. And it's not good.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
704,Trump,I funded you. I funded him. Can you believe it?,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
707,Trump,I funded this guy. I gave him a check.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
709,Trump,I gave him a check. He never funded me.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
713,Trump,"You know why? I didn't want to, but he sent me his book with his",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
716,Trump,"Mr. Trump, you're doing a great job. I have his book.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
718,Trump,Thank you -- thank you for the book. Go ahead.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
720,Trump,"This is a lot of fun up here tonight, I have to tell you.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
722,Trump,Thank -- thank you for the book. I really appreciate it.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
724,Trump,Go ahead. I'm relaxed. You're the basket case.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
726,Trump,Go ahead.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
728,Trump,Go ahead. Don't get nervous.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
730,Trump,Go ahead.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
733,Trump,I've seen you.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
735,Trump,You're losing so badly you -- I want to...,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
737,Trump,... I -- you don't know what's happening.,2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
777,Trump,"First of all, you're talking about a border that's many, many times longer. You're talking about a massive border. We have far less problem with that border than we do with our Southern border, and tremendous amounts -- you know, I won, I had the privilege of winning by a landslide, by the way, New Hampshire. You go to New Hampshire, the first thing they talk about is heroin and drugs pouring in. And, you wouldn't think this beautiful place -- it's beautiful. With the trees and the roads, and the countryside. Their biggest problem is heroin, and it's such a shame to see it. They're pouring in from the Southern border, so I'm talking about great security. I'm talking about a wall that can absolutely be built, and I'll build it on time, on budget. It'll be a very high wall, a great wall. It's going to be built, it's going to be built. It's going to be paid for by Canada, by the way -- maybe I'll get Canada to pay? Got to be paid for by Mexico. The problem with Canada, you're talking about a massively long piece. You're talking about a border that would be about four times longer. It would be very, very hard to do, and we -- it is not our biggest problem. I don't care what anyone says. It is not our big problem. Our big problem is not only people coming in, and in many cases the wrong people, it's the tremendous amount of drugs that are coming in.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
801,Trump,"Thank you. Nobody knows politicians better than I do. They're all talk, they're no action, nothing gets done. I've watched it for years. Take a look at what's happening to our country. All of the things that I've been talking about, whether it's trade, whether it's building up our depleted military, whether it's taking care of our vets, whether it's getting rid of Common Core, which is a disaster, or knocking out Obamacare and coming up with something so much better, I will get it done. Politicians will never, ever get it done. And we will make America great again. Thank you.",2/25/16,Republican,"Houston, Texas",http://www.presidency.ucsb.edu/ws/index.php?pid=111634
21,Trump,"I can't be Neil. And the and the reason I can't be is that we are a country that is being beaten on every front economically, militarily. There is nothing that we do now to win. We don't win anymore. Our taxes are too high. I've come up with a tax plan that many, many people like very much. It's going to be a tremendous plan. I think it'll make our country and our economy very dynamic. But, taxes too high, wages too high, we're not going to be able to compete against the world. I hate to say it, but we have to leave it the way it is. People have to go out, they have to work really hard and have to get into that upper stratum. But we can not do this if we are going to compete with the rest of the world. We just can't do it.",11-10-2015,Republican,"Milwaukee, Wisconsin",http://www.presidency.ucsb.edu/ws/index.php?pid=110908
23,Trump,I would not do it.,11-10-2015,Republican,"Milwaukee, Wisconsin",http://www.presidency.ucsb.edu/ws/index.php?pid=110908
89,Trump,I was so happy yesterday when I saw that decision come down. That was an unbelievable decision.,11-10-2015,Republican,"Milwaukee, Wisconsin",http://www.presidency.ucsb.edu/ws/index.php?pid=110908
91,Trump,"And we don't have enough of those decisions coming down. He of the executive order, because nobody wants to listen to him, including the Democrats, so he just goes around signing executive orders. That was a great day. And, frankly, we have to stop illegal immigration. It's hurting us economically. It's hurting us from every standpoint. It's causing tremendous difficulty with respect to drugs and what that does to many of our inner cities in particular. And it really is -- was such an unbelievable moment because the courts have not been ruling in our favor. And it was a 2-1 decision. And it was a terrific thing that happened. And I will tell you, we are a country of laws. We need borders. We will have a wall. The wall will be built. The wall will be successful. And if you think walls don't work, all you have to do is ask Israel. The wall works, believe me. Properly done. Believe me.",11-10-2015,Republican,"Milwaukee, Wisconsin",http://www.presidency.ucsb.edu/ws/index.php?pid=110908
